,lx,ly,lconfidence
0,0.0,0.0,0.0
0,171.957,143.369,0.32415
0,181.04,133.003,0.419811
0,155.715,139.492,0.120975
0,172.606,138.185,0.431716
0,168.712,147.284,0.435657
0,183.647,136.89,0.602596
0,169.348,139.495,0.535648
0,163.522,152.466,0.0812039
0,0.0,0.0,0.0
0,169.339,139.494,0.453222
0,180.404,137.523,0.33882
0,0.0,0.0,0.0
0,164.171,154.428,0.0864405
0,153.124,153.107,0.0673014
0,174.555,138.178,0.475493
0,174.567,141.429,0.377141
0,34.2851,237.565,0.0658742
0,177.789,138.831,0.45017
0,171.303,140.786,0.432443
0,0.0,0.0,0.0
0,53.7379,159.634,0.350749
0,0.0,0.0,0.0
0,163.52,143.373,0.369592
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,179.109,142.07,0.387944
0,169.341,141.438,0.352487
0,168.064,143.371,0.257295
0,49.8433,170.009,0.12724
0,168.718,140.785,0.378918
0,147.924,163.505,0.18619
0,0.0,0.0,0.0
0,179.744,138.855,0.576537
0,174.547,137.546,0.283971
0,0.0,0.0,0.0
0,168.707,143.377,0.344707
0,166.766,142.726,0.407521
0,166.114,142.713,0.55493
0,169.359,142.721,0.417391
0,0.0,0.0,0.0
0,179.089,136.89,0.316649
0,0.0,0.0,0.0
0,166.765,143.381,0.105399
0,0.0,0.0,0.0
0,152.465,164.819,0.154451
0,177.161,137.536,0.587133
0,162.861,142.722,0.217049
0,152.476,163.508,0.383327
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,179.1,139.493,0.263045
0,173.245,134.944,0.193474
0,174.554,138.192,0.488483
0,170.664,142.727,0.318174
0,179.113,141.438,0.454783
0,173.26,138.177,0.511927
0,182.346,121.302,0.0836891
0,162.212,156.375,0.254905
0,169.346,147.266,0.283332
0,164.813,145.982,0.458483
0,165.467,146.623,0.393178
0,163.501,153.114,0.0571143
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,157.027,153.769,0.145206
0,179.094,138.168,0.425634
0,164.164,140.774,0.347394
0,0.0,0.0,0.0
